POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
E3E 2A3,MAZEROLLE SETTLEMENT,NB,4,45.884245,-66.811647
E3E 2C1,HANWELL,NB,4,45.8719968,-66.7818999
E3E 2E1,HANWELL,NB,4,45.8874231,-66.7757621
E3E 2E5,HANWELL,NB,4,45.914934,-66.770039
E3E 2E8,HANWELL,NB,4,45.8913849,-66.7702646
E3E 2E9,ISLAND VIEW,NB,4,45.96658,-66.80889
E3E 2H1,HANWELL,NB,4,45.956118,-66.76292
E3E 2H2,HANWELL,NB,4,45.9567004,-66.7643653
E3E 2J3,UPPER KINGSCLEAR,NB,4,45.8729216,-66.9136154
E3E 2K3,LOWER KINGSCLEAR,NB,4,45.896646,-66.85818
E3E 2L7,HANWELL,NB,4,45.890054,-66.74501
E3E 2M6,HANWELL,NB,4,45.831578,-66.81267
E3E 2N3,MAZEROLLE SETTLEMENT,NB,4,45.88692,-66.814583
E3E 2P4,HANWELL,NB,4,45.823334,-66.827976
E3E 2P5,HANWELL,NB,4,45.824327,-66.829485
E3E 2P8,HANWELL,NB,4,45.90701,-66.816111
E3E 2R6,UPPER KINGSCLEAR,NB,4,45.90701,-66.816111
E3G 0A7,FREDERICTON,NB,4,45.9973095,-66.6562923
E3G 0B1,FREDERICTON,NB,4,45.9786973,-66.7113325
E3G 0E2,FREDERICTON,NB,4,46.0765073,-66.7299108
E3G 0E3,FREDERICTON,NB,4,46.001118,-66.711719
E3G 0E5,FREDERICTON,NB,4,46.001118,-66.711719
E3G 0E9,FREDERICTON,NB,4,45.9975956,-66.6408701
E3G 0H4,FREDERICTON,NB,4,46.0031618,-66.65007
E3G 0S3,FREDERICTON,NB,4,46.0105553,-66.6434032
E3G 0X2,FREDERICTON,NB,4,46.0094977,-66.6428714
E3G 5Y8,MCLEOD HILL,NB,4,46.0225919,-66.675174
E3G 5Z4,MCLEOD HILL,NB,4,46.0241582,-66.6875535
E3G 6A5,MCLEOD HILL,NB,4,46.0211534,-66.6903855
E3G 6A8,MCLEOD HILL,NB,4,46.0158655,-66.6877207
E3G 6B5,ROYAL ROAD,NB,4,46.027389,-66.699028
E3G 6C6,KINGSLEY,NB,4,46.0721724,-66.7683286
E3G 6E7,KINGSLEY,NB,4,46.051052,-66.7402514
E3G 6H3,KINGSLEY,NB,4,46.058468,-66.751467
E3G 6J3,FREDERICTON,NB,4,45.9975621,-66.6640213
E3G 6K1,FREDERICTON,NB,4,45.9989477,-66.6791983
E3G 7J3,FREDERICTON,NB,4,45.9798076,-66.7274484
E3G 7L7,DOUGLAS,NB,4,45.9783199,-66.731078
E1N 1A7,MIRAMICHI,NB,4,47.0262445,-65.4749207
E1N 1B5,MIRAMICHI,NB,4,47.02987,-65.470313
E1N 1B7,MIRAMICHI,NB,4,47.031139,-65.468789
E1N 1B9,MIRAMICHI,NB,4,47.032924,-65.466712
E1N 1C4,MIRAMICHI,NB,4,47.038746,-65.463473
E1N 1J2,MIRAMICHI,NB,4,47.031604,-65.466284
E1N 1K1,MIRAMICHI,NB,4,47.036374,-65.459375
E1N 1L1,MIRAMICHI,NB,4,47.05045,-65.43143
E1N 1M7,MIRAMICHI,NB,4,47.05045,-65.43143
E1N 1N1,MIRAMICHI,NB,4,47.05045,-65.43143
E1N 1N2,MIRAMICHI,NB,4,47.05045,-65.43143
E1N 1P1,MIRAMICHI,NB,4,47.05045,-65.43143
E1N 1R2,MIRAMICHI,NB,4,47.032675,-65.458476
E1N 1R5,MIRAMICHI,NB,4,47.0313485,-65.461243
E1N 1R8,MIRAMICHI,NB,4,47.031847,-65.45759
E1N 1S7,MIRAMICHI,NB,4,47.030968,-65.458594
E1N 1V6,MIRAMICHI,NB,4,47.028687,-65.462956
E1N 1W3,MIRAMICHI,NB,4,47.029797,-65.458826
E1N 1Y3,MIRAMICHI,NB,4,47.025019,-65.459465
E1N 1Y5,MIRAMICHI,NB,4,47.020238,-65.475048
E1N 1Z6,MIRAMICHI,NB,4,47.023659,-65.450277
E1N 2A3,MIRAMICHI,NB,4,47.018781,-65.44725
E1N 2B9,MIRAMICHI,NB,4,47.03669,-65.457725
E1N 2C5,MIRAMICHI,NB,4,47.037557,-65.461044
E1N 2C8,MIRAMICHI,NB,4,47.036833,-65.460178
E1N 2E5,MIRAMICHI,NB,4,47.017932,-65.446317
E1N 2E8,MIRAMICHI,NB,4,47.01856,-65.448169
E1N 2J2,MIRAMICHI,NB,4,47.03055,-65.455365
E1N 2J7,MIRAMICHI,NB,4,47.032385,-65.45944
E1N 2K3,MIRAMICHI,NB,4,47.032554,-65.462233
E1N 2M2,MIRAMICHI,NB,4,47.01612,-65.451618
E1N 2P6,MIRAMICHI,NB,4,47.030172,-65.465705
E1N 2R4,MIRAMICHI,NB,4,47.028714,-65.464499
E1N 2R8,MIRAMICHI,NB,4,47.027262,-65.461848
E1N 2S4,MIRAMICHI,NB,4,47.029072,-65.466781
E1N 2T5,MIRAMICHI,NB,4,47.028679,-65.46905
E1N 2T7,MIRAMICHI,NB,4,47.026771,-65.466809
E1N 2X3,MIRAMICHI,NB,4,47.025188,-65.473652
E1N 2X6,MIRAMICHI,NB,4,47.022488,-65.470901
E1N 2Z7,MIRAMICHI,NB,4,47.019269,-65.487579
E1N 3A8,MIRAMICHI,NB,4,47.0343,-65.465306
E1N 3B3,MIRAMICHI,NB,4,47.019234,-65.473732
E1N 3B7,MIRAMICHI,NB,4,47.027572,-65.470521
E1N 3E4,MIRAMICHI,NB,4,47.025088,-65.47726
E1N 3G8,MIRAMICHI,NB,4,47.047411,-65.438773
E1N 3H2,MIRAMICHI,NB,4,47.046526,-65.440394
E1N 3H6,MIRAMICHI,NB,4,47.045137,-65.435383
E1N 3K3,MIRAMICHI,NB,4,47.05538,-65.432392
E1N 3K6,MIRAMICHI,NB,4,47.053665,-65.425626
E1N 3L1,MIRAMICHI,NB,4,47.052588,-65.431649
E1N 3L7,MIRAMICHI,NB,4,47.0466338,-65.4380514
E1N 3M9,MIRAMICHI,NB,4,47.049343,-65.442011
E1N 3N3,MIRAMICHI,NB,4,47.0513,-65.435939
E1N 3P7,MIRAMICHI,NB,4,47.050372,-65.423671
E1N 3S4,MIRAMICHI,NB,4,47.013807,-65.477137
E1N 3W2,MIRAMICHI,NB,4,47.0498351,-65.421632
E1N 3W3,MIRAMICHI,NB,4,47.02184,-65.475539
E1N 3W4,MIRAMICHI,NB,4,47.037685,-65.461234
E1N 3X3,MIRAMICHI,NB,4,47.017591,-65.492943
E1N 3X4,MIRAMICHI,NB,4,47.027126,-65.472057
E1N 3Y4,MIRAMICHI,NB,4,47.0369145,-65.4582485
E1N 3Y9,MIRAMICHI,NB,4,47.026266,-65.475841
E1N 3Z1,MIRAMICHI,NB,4,47.037129,-65.454315
E1N 3Z8,MIRAMICHI,NB,4,47.06292,-65.410166
E1N 4E4,MIRAMICHI,NB,4,46.977127,-65.544548
E1N 4E5,MIRAMICHI,NB,4,46.966602,-65.535541
E1N 4E9,MIRAMICHI,NB,4,47.072303,-65.342806
E1N 4H6,MIRAMICHI,NB,4,47.070094,-65.385813
E1N 4J6,MIRAMICHI,NB,4,47.070423,-65.380939
E1N 4K5,MIRAMICHI,NB,4,47.07035,-65.375844
E1N 4K7,MIRAMICHI,NB,4,47.071823,-65.362778
E1N 4L6,MIRAMICHI,NB,4,47.070767,-65.390709
E1N 4L8,MIRAMICHI,NB,4,47.07212,-65.381019
E1N 4M6,MIRAMICHI,NB,4,47.07434,-65.337109
E1N 4P4,MIRAMICHI,NB,4,47.057418,-65.418374
E1N 4P8,MIRAMICHI,NB,4,47.014502,-65.51205
E1N 4R3,MIRAMICHI,NB,4,47.014732,-65.510874
E1N 4R5,MIRAMICHI,NB,4,47.012175,-65.525771
E1N 4S5,MIRAMICHI,NB,4,46.992039,-65.516997
E1N 4S7,MIRAMICHI,NB,4,46.994534,-65.499816
E1N 4T2,MIRAMICHI,NB,4,46.984778,-65.509353
E1N 4W1,NAPAN,NB,4,46.9554,-65.523993
E1N 4W8,NAPAN,NB,4,47.017353,-65.407678
E1N 4X7,NAPAN,NB,4,46.955414,-65.523993
E1N 4Y2,NAPAN,NB,4,46.955418,-65.523993
E1N 4Y3,NAPAN,NB,4,46.955419,-65.523993
E1N 4Y7,NAPAN,NB,4,46.955423,-65.523993
E1N 4Z7,MIRAMICHI,NB,4,47.017043,-65.450412
E1N 4Z9,MIRAMICHI BAY,NB,4,47.019366,-65.208409
E1N 5A5,LAKETON,NB,4,46.822103,-65.13214
E1N 5B7,ST MARGARETS,NB,4,46.907451,-65.212606
E1N 5C6,REDMONDVILLE,NB,4,46.955434,-65.523993
E1N 5E8,NAPAN,NB,4,46.950285,-65.5618
E1N 5G7,NAPAN,NB,4,46.980263,-65.449329
E1N 5H3,NAPAN,NB,4,46.998792,-65.425429
E1N 5H4,NAPAN,NB,4,46.998792,-65.425429
E1N 5H8,GLENWOOD,NB,4,46.836455,-65.529365
E1N 5K7,BLACK RIVER BRIDGE,NB,4,46.955448,-65.523993
E1N 5K8,BLACK RIVER BRIDGE,NB,4,46.955449,-65.523993
E1N 5N4,BLACK RIVER BRIDGE,NB,4,47.039591,-65.456674
E1N 5N9,BAY DU VIN,NB,4,47.039596,-65.456674
E1N 5W1,MIRAMICHI,NB,4,46.968793,-65.535121
E1N 5W7,MIRAMICHI,NB,4,46.980257,-65.544903
E1N 5Y7,MIRAMICHI,NB,4,46.979911,-65.548004
E1N 5Z3,MIRAMICHI,NB,4,47.033328,-65.465284
E1N 5Z7,MIRAMICHI BAY,NB,4,46.920428,-65.226387
E1N 6A6,MIRAMICHI,NB,4,46.958178,-65.550425
E1V 6E4,MIRAMICHI,NB,4,47.047584,-65.505022
E1V 6G5,MIRAMICHI,NB,4,47.048584,-65.503294
E1V 6H5,MIRAMICHI,NB,4,47.043869,-65.497947
E1V 6K7,MIRAMICHI,NB,4,47.064723,-65.498142
E1V 6L3,MIRAMICHI,NB,4,47.071124,-65.488413
E1V 6N4,MIRAMICHI,NB,4,47.023884,-65.505527
E1V 6P4,MIRAMICHI,NB,4,47.024027,-65.507387
E1V 6P7,MIRAMICHI,NB,4,47.023161,-65.504699
E1V 6P8,MIRAMICHI,NB,4,47.02297,-65.50508
E1V 6R1,MIRAMICHI,NB,4,47.024692,-65.503214
E1V 6S1,MIRAMICHI,NB,4,47.024632,-65.503035
E1V 6S9,MIRAMICHI,NB,4,47.022539,-65.494439
E1V 6V2,MIRAMICHI,NB,4,47.027161,-65.501706
E1V 6V7,MIRAMICHI,NB,4,47.028515,-65.503037
E1V 6X9,MIRAMICHI,NB,4,47.037089,-65.477064
E1V 6Y5,MIRAMICHI,NB,4,47.036488,-65.479263
E1V 7G9,LOWER NEWCASTLE,NB,4,47.097549,-65.355613
E1V 7H2,BARTIBOG BRIDGE,NB,4,47.09830475,-65.35015106
E1V 7J1,OAK POINT,NB,4,47.021796,-65.475914
E1V 7N1,SOUTH ESK,NB,4,46.924961,-65.72733
E1V 7N5,MIRAMICHI,NB,4,47.024427,-65.516961
E1V 7N6,OAK POINT,NB,4,46.52225113,-66.19286346
E1V 7P6,MIRAMICHI,NB,4,47.004191,-65.581695
E1V 7P9,MIRAMICHI,NB,4,47.003987,-65.582105
E1V 7R2,MIRAMICHI,NB,4,47.005773,-65.57961
E1V 7R6,MIRAMICHI,NB,4,47.002104,-65.589793
E1V 7R8,MIRAMICHI,NB,4,47.012422,-65.566806
E1V 7V1,STRATHADAM,NB,4,47.02326,-65.51159
E1W 0A6,BERTRAND,NB,4,47.749456,-64.967321
E1W 0A8,CARAQUET,NB,4,47.749456,-64.967321
E1W 0B6,BERTRAND,NB,4,47.7704905,-64.9675303
E1W 0C3,CARAQUET,NB,4,47.7704905,-64.9675303
E1W 0G2,CARAQUET,NB,4,47.792176,-64.923311
E1W 1A5,CARAQUET,NB,4,47.790748,-64.962872
E1W 1B8,CARAQUET,NB,4,47.794691,-64.93641
E1W 1E1,BERTRAND,NB,4,47.506486,-64.913674
E1W 1E7,BERTRAND,NB,4,47.520358,-64.913133
E1W 1G3,BERTRAND,NB,4,47.732717,-65.08182
E1W 1G5,BERTRAND,NB,4,47.506489,-64.913674
E1W 1H2,BERTRAND,NB,4,47.506494,-64.913674
E1W 1H4,BERTRAND,NB,4,47.506496,-64.913674
E1W 1J6,BERTRAND,NB,4,47.484004,-64.91757
E1W 1K3,BERTRAND,NB,4,47.48401,-64.91757
E1W 1M3,BERTRAND,NB,4,47.520367,-64.913133
E1W 5T6,POKESUDIE,NB,4,47.506514,-64.913674
E1W 5T9,BAS-CARAQUET,NB,4,47.506517,-64.913674
E1W 5V7,BAS-CARAQUET,NB,4,47.484018,-64.91757
E1W 5V9,BAS-CARAQUET,NB,4,47.48402,-64.91757
E1W 5W8,BAS-CARAQUET,NB,4,47.771381,-65.001453
E1W 5Y2,BAS-CARAQUET,NB,4,47.80072021,-64.82965088
E1W 5Z8,BAS-CARAQUET,NB,4,47.520382,-64.913133
E1W 5Z9,BAS-CARAQUET,NB,4,47.520383,-64.913133
E1W 6A1,BAS-CARAQUET,NB,4,47.520384,-64.913133
E1W 6A3,BAS-CARAQUET,NB,4,47.800759,-64.832667
E1W 6C2,BAS-CARAQUET,NB,4,47.457378,-64.895304
E1W 6E4,BAS-CARAQUET,NB,4,47.457389,-64.895304
E1X 0B4,TRACADIE-SHEILA,NB,4,47.521326,-64.982625
E1X 0C8,TRACADIE-SHEILA,NB,4,47.484438,-64.9541228
E1X 0E4,POINTE-A-TOM,NB,4,47.451023,-64.9661189
E1X 0E5,TRACADIE-SHEILA,NB,4,47.521326,-64.9826239
E1X 0G1,TRACADIE-SHEILA,NB,4,47.512954,-64.9244719
E1X 0H4,TRACADIE-SHEILA,NB,4,47.484438,-64.9541228
E1X 0H9,TRACADIE-SHEILA,NB,4,47.49212,-64.953315
E1X 0J2,PETIT-TRACADIE,NB,4,47.49212,-64.953315
E1X 0J5,GAUVREAU,NB,4,47.499386,-64.885932
E1X 0K2,TRACADIE BEACH,NB,4,47.440416,-64.926936
E1X 0K8,TRACADIE-SHEILA,NB,4,47.512071,-64.9120871
E1X 1B3,TRACADIE-SHEILA,NB,4,47.519576,-64.908498
E1X 1C1,TRACADIE-SHEILA,NB,4,47.48196,-64.923982
E1X 1H3,VAL-COMEAU,NB,4,47.464151,-64.941194
E1X 1H5,VAL-COMEAU,NB,4,47.464152,-64.941194
E1X 1M2,PONT-LAFRANCE,NB,4,47.444014,-64.99445
E1X 1M6,PONT-LAFRANCE,NB,4,47.460339,-65.123031
E1X 1M7,PONT-LAFRANCE,NB,4,47.484024,-64.91757
E1X 1N6,PONT-LAFRANCE,NB,4,47.4435219,-64.9656761
E1X 1R2,PONT-LAFRANCE,NB,4,47.494813,-64.895712
E1X 1T5,HAUT-SHEILA,NB,4,47.46607,-64.943166
E1X 1V1,LEECH,NB,4,47.460352,-65.123031
E1X 1V5,LEECH,NB,4,47.460355,-65.123031
E1X 1W5,HAUT-SHEILA,NB,4,47.457861,-64.944331
E1X 1Z3,SAINT-PONS,NB,4,47.474086,-64.964241
E1X 1Z8,BENOIT,NB,4,47.481135,-64.943809
E1X 2A2,BENOIT,NB,4,47.498072,-64.912493
E1X 2A9,SAINT-IRENEE,NB,4,47.492891,-64.972009
E1X 2B1,SAINT-IRENEE,NB,4,47.491304,-64.978913
E1X 2B3,SAINT-IRENEE,NB,4,47.488871,-64.989339
E1X 2B6,SAINT-IRENEE,NB,4,47.624181,-64.968845
E1X 2B7,SAINT-IRENEE,NB,4,47.488911,-64.918801
E1X 2C9,SAINT-IRENEE,NB,4,47.496198,-64.999828
E1X 2G9,CANTON DES BASQUES,NB,4,47.503976,-64.927041
E1X 2H1,CANTON DES BASQUES,NB,4,47.509179,-64.920315
E1X 2H2,CANTON DES BASQUES,NB,4,47.50918,-64.920315
E1X 2H3,CANTON DES BASQUES,NB,4,47.5076471,-64.9252796
E1X 2J1,CANTON DES BASQUES,NB,4,47.503379,-64.919705
E1X 2J5,SAUMAREZ,NB,4,47.500048,-64.940485
E1X 2J6,SAUMAREZ,NB,4,47.542647,-64.97699
E1X 2J7,SAUMAREZ,NB,4,47.522085,-64.96459
E1X 2J8,SAUMAREZ,NB,4,47.501267,-64.940264
E1X 2K3,SAUMAREZ,NB,4,47.465915,-65.122272
E1X 2K5,SAUMAREZ,NB,4,47.4932237,-64.935444
E1X 2L9,RIVIERE-A-LA-TRUITE,NB,4,47.522089,-64.96459
E1X 2M8,RIVIERE-A-LA-TRUITE,NB,4,47.510494,-64.944256
E1X 2M9,RIVIERE-A-LA-TRUITE,NB,4,47.512285,-64.949903
E1X 2N7,RIVIERE-A-LA-TRUITE,NB,4,47.539347,-64.971306
E4Z 5Y8,CANAAN FORKS,NB,4,46.054077,-65.54792
E4Z 5Z9,NEW CANAAN,NB,4,46.0823288,-65.39407349
E4Z 6A8,NEW CANAAN,NB,4,46.07102585,-65.46003723
E4Z 6J2,ANAGANCE,NB,4,45.88784,-65.29993
E4Z 6K2,ANAGANCE,NB,4,45.898417,-65.33506
E4Z 6M1,ANAGANCE,NB,4,45.885806,-65.332039
E4Z 6M5,CORNHILL,NB,4,45.944718,-65.39268
E4Z 6M9,ELGIN,NB,4,45.848171,-65.052667
E4Z 6N7,HAREWOOD,NB,4,46.20364,-65.292951
E5A 0A2,ELMSVILLE,NB,4,45.273243,-67.024157
E5A 0A7,ELMSVILLE,NB,4,45.352079,-67.174139
E5A 0C2,CANOOSE,NB,4,45.37252,-67.3571469
E5A 1B3,JOHNSON SETTLEMENT CHARLOTTE C,NB,4,45.410925,-67.033178
E5A 1B4,JOHNSON SETTLEMENT CHARLOTTE C,NB,4,45.248211,-66.99481
E5A 1B5,ROLLINGDAM,NB,4,45.244066,-66.992932
E5A 1C1,ANDERSONVILLE,NB,4,45.244069,-66.992932
E5A 1E4,ANDERSONVILLE,NB,4,45.244078,-66.992932
E5A 1E5,ANDERSONVILLE,NB,4,45.244079,-66.992932
E5A 1G7,BAILLIE,NB,4,45.303547,-67.17555
E5A 1H1,BAILLIE,NB,4,45.30355,-67.17555
E5A 1H6,CANOOSE,NB,4,45.373803,-67.359002
E5A 1H7,CANOOSE,NB,4,45.373816,-67.359021
E5A 1H8,CANOOSE,NB,4,45.410904,-67.443204
E5A 1K7,DEWOLFE,NB,4,45.30356,-67.17555
E5A 1P3,HONEYDALE,NB,4,45.3763828,-67.2334284
E5A 1P4,HONEYDALE,NB,4,45.3772467,-67.2663282
E5A 1P6,HONEYDALE,NB,4,45.360472,-67.206395
E5A 1P7,HONEYDALE,NB,4,45.410928,-67.033178
E5A 1P9,HONEYDALE,NB,4,45.41093,-67.033178
E5A 1R2,HONEYDALE,NB,4,45.410932,-67.033178
E5A 1R8,JOHNSON SETTLEMENT CHARLOTTE C,NB,4,45.410938,-67.033178
E5A 1S3,JOHNSON SETTLEMENT CHARLOTTE C,NB,4,45.410942,-67.033178
E5A 1S4,JOHNSON SETTLEMENT CHARLOTTE C,NB,4,45.410943,-67.033178
E5A 1T1,LAWRENCE STATION,NB,4,45.41685,-67.177703
E5A 1V1,LAWRENCE STATION,NB,4,45.414432,-67.171182
E5A 1V3,LAWRENCE STATION,NB,4,45.41299,-67.168246
E5A 1V4,LAWRENCE STATION,NB,4,45.414411,-67.171265
E5A 1W7,LYNNFIELD,NB,4,45.358667,-67.310036
E5A 1W8,LYNNFIELD,NB,4,45.358578,-67.309589
E5A 2A1,MOORES MILLS,NB,4,45.410984,-67.033178
E5A 2A8,MOORES MILLS,NB,4,45.410989,-67.033178
E5A 2A9,OAK HILL,NB,4,45.335128,-67.334605
E5A 2B7,OAK HILL,NB,4,45.296402,-67.320983
E5A 2B9,OAK HILL,NB,4,45.333188,-67.32264
E5A 2E3,OAK HILL,NB,4,45.437135,-67.265888
E5A 2E5,OAK HILL,NB,4,45.303584,-67.17555
E5A 2E7,OAK HILL,NB,4,45.33754,-67.30669
E5A 2G2,OAK HILL,NB,4,45.333189,-67.32264
E5A 2H5,LEVERVILLE,NB,4,45.073256,-67.042776
E5A 2H8,LEVERVILLE,NB,4,45.073259,-67.042776
E5A 2K7,ROLLINGDAM,NB,4,45.318425,-67.002574
E5A 2L1,LEVERVILLE,NB,4,45.073273,-67.042776
E5A 2M2,TOWER HILL,NB,4,45.073283,-67.042776
E5A 2M5,TOWER HILL,NB,4,45.073286,-67.042776
E5A 2N6,TOWER HILL,NB,4,45.073296,-67.042776
E5A 2N7,TOWER HILL,NB,4,45.073297,-67.042776
E5A 2P1,TOWER HILL,NB,4,45.073299,-67.042776
E5A 2P3,TOWER HILL,NB,4,45.073301,-67.042776
E5A 2P7,TOWER HILL,NB,4,45.073305,-67.042776
E5A 2R5,TOWER HILL,NB,4,45.073311,-67.042776
E5A 2S1,TOWER HILL,NB,4,45.073316,-67.042776
E5A 2S2,TOWER HILL,NB,4,45.073317,-67.042776
E5A 2T1,ROLLINGDAM,NB,4,45.073325,-67.042776
E5A 2T4,ROLLINGDAM,NB,4,45.300039,-67.073549
E5A 2T9,ROLLINGDAM,NB,4,45.300039,-67.073549
E5A 2X1,ROLLINGDAM,NB,4,45.073337,-67.042776
E5A 2X4,ROLLINGDAM,NB,4,45.07334,-67.042776
E5A 2Z8,ROLLINGDAM,NB,4,45.088242,-67.067273
E5A 3A2,ROLLINGDAM,NB,4,45.080719,-67.055853
E5A 3B3,ROLLINGDAM,NB,4,45.088253,-67.067273
E5A 3B9,LAWRENCE STATION,NB,4,45.414424,-67.04893
E5B 0A6,CHAMCOOK,NB,4,45.171137,-67.073168
E5B 0C3,CHAMCOOK,NB,4,45.1903799,-67.0605075
E5B 0E1,ST ANDREWS,NB,4,45.105761,-66.991843
E5B 0E6,BOCABEC,NB,4,45.0838304,-67.0705425
E5B 1A7,ST ANDREWS,NB,4,45.06921,-67.043047
E5B 1B8,ST ANDREWS,NB,4,45.07534,-67.04196
E5B 1C1,ST ANDREWS,NB,4,45.0781499,-67.0598339
E5B 1C7,ST ANDREWS,NB,4,45.076618,-67.055002
E5B 1E1,ST ANDREWS,NB,4,45.074609,-67.0522387
E5B 1E9,ST ANDREWS,NB,4,45.072235,-67.048128
E5B 1H8,ST ANDREWS,NB,4,45.0767404,-67.0540805
E5B 1K3,ST ANDREWS,NB,4,45.0718387,-67.0433132
E5B 1M2,ST ANDREWS,NB,4,45.0770604,-67.0518886
E5B 1N3,ST ANDREWS,NB,4,45.0775507,-67.050253
E5B 1R1,ST ANDREWS,NB,4,45.076032,-67.043881
E5B 1R3,ST ANDREWS,NB,4,45.0805815,-67.0542769
E5B 1S2,ST ANDREWS,NB,4,45.08024,-67.05817
E5B 1T4,ST ANDREWS,NB,4,45.07882,-67.05574
E5B 1T9,ST ANDREWS,NB,4,45.07818,-67.05448
E5B 1W3,ST ANDREWS,NB,4,45.0767189,-67.0540346
E5B 1W6,ST ANDREWS,NB,4,45.0739355,-67.0547073
E5B 1Z6,ST ANDREWS,NB,4,45.07669,-67.049531
E5B 2A3,ST ANDREWS,NB,4,45.076488,-67.04697
E5B 2B3,ST ANDREWS,NB,4,45.0748721,-67.046638
E5B 2C4,ST ANDREWS,NB,4,45.072236,-67.048128
E5B 2C7,ST ANDREWS,NB,4,45.07415,-67.04553
E5B 2J3,ST ANDREWS,NB,4,45.079748,-67.061708
E5B 2L3,ST ANDREWS,NB,4,45.084058,-67.057107
E5B 2M9,ST ANDREWS,NB,4,45.08517,-67.067712
E5B 2N1,ST ANDREWS,NB,4,45.08517,-67.067712
E5B 2N4,ST ANDREWS,NB,4,45.091339,-67.066297
E5B 2R1,ST ANDREWS,NB,4,45.072238,-67.048128
E5B 2R2,ST ANDREWS,NB,4,45.0714301,-67.0479511
E5B 2R3,ST ANDREWS,NB,4,45.071665,-67.046848
E3G 7M9,DOUGLAS,NB,4,45.9920341,-66.7726986
E3G 7N2,DOUGLAS,NB,4,45.9833157,-66.7350075
E3G 7N2,FREDERICTON,NB,4,45.9833157,-66.7350075
E3G 7N8,DOUGLAS,NB,4,45.9972619,-66.7941591
E3G 7P3,DOUGLAS,NB,4,46.0005327,-66.7603501
E3G 7R2,DOUGLAS,NB,4,45.9931145,-66.764561
E3G 7S2,FREDERICTON,NB,4,45.9854873,-66.7100532
E3G 7S5,FREDERICTON,NB,4,45.9770034,-66.7202454
E3G 7S7,FREDERICTON,NB,4,45.9772059,-66.7080481
E3G 7V8,DOUGLAS,NB,4,45.98222,-66.7503719
E3G 8B5,DOUGLAS,NB,4,45.9927778,-66.7586014
E3G 8T8,FREDERICTON,NB,4,46.0106569,-66.6329524
E3G 9L7,KILLARNEY ROAD,NB,4,46.013481,-66.6307
E3G 9R8,MCLEOD HILL,NB,4,46.0296563,-66.6714869
E3G 9Y3,FREDERICTON,NB,4,45.9790051,-66.7116686
E3L 0A1,CROCKER HILL,NB,4,45.22407,-67.289422
E3L 0G4,BASSWOOD RIDGE,NB,4,45.3713179,-67.3809192
E3L 1A6,ST STEPHEN,NB,4,45.1738332,-67.2994513
E3L 1B3,ST STEPHEN,NB,4,45.163867,-67.309114
E3L 1B4,ST STEPHEN,NB,4,45.171606,-67.304557
E3L 1C4,ST STEPHEN,NB,4,45.17072,-67.304438
E3L 1E2,ST STEPHEN,NB,4,45.172482,-67.296657
E3L 1G7,ST STEPHEN,NB,4,45.192437,-67.2812363
E3L 1K2,ST STEPHEN,NB,4,45.173064,-67.296827
E3L 1K8,ST STEPHEN,NB,4,45.176289,-67.300618
E3L 1L3,ST STEPHEN,NB,4,45.186702,-67.300216
E3L 1L6,ST STEPHEN,NB,4,45.176243,-67.29925
E3L 1M6,ST STEPHEN,NB,4,45.179821,-67.301794
E3L 1N3,ST STEPHEN,NB,4,45.183916,-67.295371
E3L 1N7,ST STEPHEN,NB,4,45.180623,-67.293492
E3L 1P8,ST STEPHEN,NB,4,45.191695,-67.291078
E3L 1R4,ST STEPHEN,NB,4,45.1928775,-67.2902905
E3L 1R8,ST STEPHEN,NB,4,45.193768,-67.272945
E3L 1S5,ST STEPHEN,NB,4,45.192958,-67.26733
E3L 1T5,ST STEPHEN,NB,4,45.1944912,-67.280163
E3L 1T7,ST STEPHEN,NB,4,45.19465,-67.2865
E3L 1V5,ST STEPHEN,NB,4,45.1946408,-67.2859257
E3L 1X2,ST STEPHEN,NB,4,45.194876,-67.288017
E3L 1X3,ST STEPHEN,NB,4,45.194984,-67.288021
E3L 1Y2,ST STEPHEN,NB,4,45.194335,-67.285925
E3L 1Y8,ST STEPHEN,NB,4,45.19342,-67.281644
E3L 1Z2,ST STEPHEN,NB,4,45.194718,-67.281482
E3L 1Z4,ST STEPHEN,NB,4,45.195434,-67.281391
E3L 2A3,ST STEPHEN,NB,4,45.193295,-67.282375
E3L 2B6,ST STEPHEN,NB,4,45.1995905,-67.2774655
E3L 2E8,ST STEPHEN,NB,4,45.19393,-67.273158
E3L 2H1,ST STEPHEN,NB,4,45.193663,-67.271415
E3L 2J1,ST STEPHEN,NB,4,45.197823,-67.274138
E3L 2M2,ST STEPHEN,NB,4,45.195123,-67.2681925
E3L 2M3,ST STEPHEN,NB,4,45.197051,-67.267745
E3L 2M5,ST STEPHEN,NB,4,45.194267,-67.271908
E3L 2N6,ST STEPHEN,NB,4,45.195908,-67.279988
E3L 2R4,ST STEPHEN,NB,4,45.197321,-67.283747
E3L 2R7,ST STEPHEN,NB,4,45.194744,-67.284266
E3L 2S2,ST STEPHEN,NB,4,45.194832,-67.286481
E3L 2S4,ST STEPHEN,NB,4,45.19765,-67.286198
E3L 2V3,ST STEPHEN,NB,4,45.201067,-67.267184
E3L 2W6,ST STEPHEN,NB,4,45.17458,-67.300648
E3L 2Z1,DUFFERIN CHARLOTTE CO,NB,4,45.206975,-67.268186
